Date,DBA,DBC,EEM,EFA,FXE,FXY,GLD,HYG,IEF,IWM,LQD,QQQ,SLV,SPY,TLT,USO,UUP,VNQ,XLE,XLK
2016-04-29,2.897028767776195,2.511749864068441,3.310775195691984,3.752843579169893,4.6654988512149815,4.510089983093983,4.817455006307732,3.88613051937729,4.465808931606805,4.591999573967343,4.430056840435448,4.588930481890227,2.83203615392421,5.163902055899796,4.576114273938672,4.5042442842773225,3.002367999483158,3.9992012614980585,3.1062421860463556,2.9376000881844737
2016-05-02,2.8979770332018413,2.4979374995728763,3.3081547807305625,3.7622124495916163,4.6712939348969815,4.509870046416566,4.814133656394562,3.8865133878085785,4.462899457301369,4.6008507969916375,4.428764476141056,4.598345113974502,2.8118093987132804,5.171818941225151,4.565995022334525,4.481871986904671,2.9986264882535694,4.0146015865494205,3.1052047591783793,2.9449316564357177
2016-05-03,2.8874956887495284,2.4825200952770685,3.279467271731779,3.7456294636114236,4.670048586570183,4.510089983093983,4.811859091784608,3.880024622467126,4.468817696576121,4.584324378660377,4.430514756366215,4.589025002402819,2.8075938130211036,5.1630775364407775,4.578512776711432,4.4534166094493965,3.001537666671612,4.016164768760248,3.0813422937354615,2.935699577135417
2016-05-04,2.8917969088442326,2.483226135935509,3.263132952595794,3.734012637694817,4.668623480838666,4.506123029017355,4.805740868958481,3.876281736133696,4.470631642244382,4.57604798123405,4.42884784031888,4.582572720488251,2.8027541226914687,5.157483725077978,4.583983113851782,4.4580613174144785,3.0052683217964082,4.030360900142601,3.06680812580182,2.93260338260698
2016-05-05,2.882213689846334,2.4732969587010807,3.2628278765819405,3.7319176190431453,4.66110797432193,4.502583597212991,4.804594648181702,3.87543421999962,4.473346319086411,4.5720652729410105,4.430848315012178,4.582286983934393,2.803966271795261,5.157288718767325,4.590645735618596,4.468204295917711,3.0102208829674857,4.033200271449063,3.07494270819841,2.933080196245714
2016-05-06,2.8874956887495284,2.4796913365675466,3.2643521080821665,3.73470985119746,4.661018296055816,4.503580289689493,4.813646702736375,3.8748284791379612,4.47099414156332,4.577943443264488,4.428681378073957,4.587605479314227,2.811208242739808,5.1609412248725075,4.586362528633005,4.473693826680268,3.0114551298398395,4.044125364622703,3.0726469721087954,2.9404447546056445
2016-05-09,2.887016725902191,2.457492131912274,3.251476346957713,3.732616385527793,4.659040372788729,4.491889509782539,4.792893804718193,3.8730095278801615,4.472894195724867,4.580824320753765,4.427679562273172,4.590442668153397,2.780060789140106,5.161766982176368,4.589500105966152,4.447814403786396,3.0143293472097534,4.0550479184517885,3.057985207622062,2.9404447546056445
2016-05-10,2.9022335014760503,2.4818137949301344,3.2704254721977506,3.7468352561355602,4.658139995533577,4.483228477259965,4.795625270426607,3.881470667801548,4.4727130452499,4.590843344229959,4.4293484252549025,4.604044522148632,2.7899374027516357,5.174124125604876,4.58957674943484,4.476427289268993,3.0151489435705283,4.0549325211557985,3.075401012290179,2.9533785984093104
2016-05-11,2.90647172044799,2.5048674124543444,3.2680006091528475,3.7381892811507322,4.66290244536041,4.490544639612363,4.805004190357522,3.8807481426684274,4.4742489964014345,4.578393669874653,4.430431621900621,4.594966171531736,2.806990116707257,5.164725372896461,4.595214943318661,4.507777853435164,3.0102208829674857,4.033318339045569,3.0784526264663894,2.946109123807844
2016-05-12,2.9106920527010463,2.5062476663271926,3.265265518485048,3.7378419006017483,4.658500200323912,4.485259854910146,4.797112016384435,3.8823127711280843,4.471536859457547,4.573062457756192,4.428347459925589,4.590536891010965,2.786245006354004,5.165015875646989,4.590645735618596,4.517431255022018,3.013919156516829,4.039088791159663,3.081190395548453,2.94328094983619
2016-05-13,2.906001658518298,2.5048674124543444,3.247147394176684,3.7275388641303304,4.652992547421838,4.489871568474046,4.801641158364262,3.8778531261509035,4.475331655938046,4.566426312253822,4.430182358795308,4.586847290679872,2.7899374027516357,5.156263959524394,4.600292817164533,4.510419839377116,3.0184210010151213,4.030124322675833,3.0683475992581215,2.93949749856213
