Ticker,Hurst
DBA,0.5641446323275416
DBC,0.6091606481958424
EEM,0.5167998110451621
EFA,0.5378685547762025
FXE,0.5192030514575823
FXY,0.5611281395323761
GLD,0.557516032549834
HYG,0.5486997505587734
IEF,0.5447347103105955
IWM,0.5520158406121269
LQD,0.5666074950016389
QQQ,0.5355180034323455
SLV,0.5624591983892627
SPY,0.549442525457894
TLT,0.5239289090996151
USO,0.6108187573480868
UUP,0.5078887312275449
VNQ,0.5399681256172342
XLE,0.5321706910624517
XLK,0.5253323107698349
