,simulation,hurst
765,766,0.5784404141345441
766,767,0.5637391965994626
767,768,0.5148004765390211
768,769,0.5079822747560272
769,770,0.5304015494459283
770,771,0.5306187826141029
771,772,0.54519899514463
772,773,0.505349887415963
773,774,0.5346754773617752
774,775,0.5414907186651139
775,776,0.5898658619804318
776,777,0.5211569712641666
777,778,0.5810009179854165
778,779,0.5081596316339688
779,780,0.5507016050644679
780,781,0.5201797558734482
781,782,0.5394154924736496
782,783,0.5377265767262442
783,784,0.5805184266723402
784,785,0.5708493176299813
785,786,0.5390241199621882
786,787,0.544602051935091
787,788,0.5266343701008876
788,789,0.5769949263588198
789,790,0.5355143387646868
790,791,0.5377122466868138
791,792,0.5403161873652065
792,793,0.5222852703643703
793,794,0.5030922709878313
794,795,0.5558665752192741
795,796,0.5506732946553419
796,797,0.5378574834944387
797,798,0.5573109894022261
798,799,0.564425085157008
799,800,0.5686688897210739
800,801,0.4913580678708628
801,802,0.520511134100081
802,803,0.5683323827344783
803,804,0.5258758369434675
804,805,0.5224599686230507
805,806,0.5640391955731661
806,807,0.5107262577987142
807,808,0.5883746271209421
808,809,0.5563664515174168
809,810,0.5320519789397542
810,811,0.5000471542802868
811,812,0.5306426559595482
812,813,0.5709791108460406
813,814,0.5762072650467753
814,815,0.522645047097995
815,816,0.5333397605765184
816,817,0.5168516684831156
817,818,0.4915082027432029
818,819,0.5744241451568165
819,820,0.5197760696345841
820,821,0.5391694494135627
821,822,0.5757708425890059
822,823,0.5280054174634181
823,824,0.5226343336250283
824,825,0.5614322020609899
825,826,0.5258500966006875
826,827,0.5545170298000122
827,828,0.5459969695731405
828,829,0.5506099381861999
829,830,0.5991551444975481
830,831,0.5744462301424045
831,832,0.5100059267185314
832,833,0.5475776826427629
833,834,0.5542352370929003
834,835,0.5625475702167969
835,836,0.587524158927978
836,837,0.5215390798164385
837,838,0.5581506917172627
838,839,0.5369131654941517
839,840,0.5333299948827479
840,841,0.5175613973889981
841,842,0.5155505111758814
842,843,0.5571841915191881
843,844,0.5678483681506812
844,845,0.5601479004148998
845,846,0.5117321007745083
846,847,0.5238085099248653
847,848,0.5590209317560333
848,849,0.5432323486652149
849,850,0.5034733880398421
850,851,0.5189906821815958
851,852,0.5145505124636904
852,853,0.5210762950817796
853,854,0.5088637639245638
854,855,0.557709489460353
855,856,0.48355556748803474
856,857,0.575075094347283
857,858,0.5673071669353666
858,859,0.5148534943972192
859,860,0.5649301445112966
860,861,0.5298137959540379
861,862,0.6245794702380374
862,863,0.5784004508044377
863,864,0.577402029968336
864,865,0.5129247852471516
865,866,0.5311153969340157
866,867,0.47505889800703893
867,868,0.5455885237975907
868,869,0.5639303200273943
869,870,0.5739092962233311
870,871,0.4657205450419285
871,872,0.5811458617138189
872,873,0.5618922336528218
873,874,0.5200150950394024
874,875,0.5280845641720991
875,876,0.5002561435597421
876,877,0.5720783841637029
877,878,0.5213787787839667
878,879,0.59517023363076
879,880,0.5556590752171753
880,881,0.5552790816390395
881,882,0.5532243184078838
882,883,0.5303706009481443
883,884,0.5842823784969947
884,885,0.5441335932729433
885,886,0.5117520584203524
886,887,0.5889391869875531
887,888,0.5901180152101301
888,889,0.5823922027232045
889,890,0.5423553919125095
890,891,0.5720821401711711
891,892,0.566292433384585
892,893,0.524528461924574
893,894,0.5122798789895793
894,895,0.5304222646854239
895,896,0.5770154857642306
896,897,0.5663319711225607
897,898,0.535187845580785
898,899,0.5314481021599089
899,900,0.5581685396137507
900,901,0.5247443067420596
901,902,0.5995385704544818
902,903,0.5464652202048194
903,904,0.5418348386965737
904,905,0.5210886375422396
905,906,0.5184494398399079
906,907,0.5163730177654758
907,908,0.5717288803319226
908,909,0.4563788028927018
909,910,0.5763566204712349
910,911,0.5779976303721688
911,912,0.4978343930920014
912,913,0.5168904528590078
913,914,0.5016563490600611
914,915,0.5503056182761111
915,916,0.5283758702181036
916,917,0.525371480702772
917,918,0.5494075228394187
918,919,0.5497067141916437
919,920,0.5693948140740912
920,921,0.48331986048347014
921,922,0.5516754780215054
922,923,0.5838495579592351
923,924,0.5523552542258036
924,925,0.5694742952407932
925,926,0.5709601249527813
926,927,0.4854564418998536
927,928,0.5222769609753777
928,929,0.5647745274173908
929,930,0.5354005026319222
930,931,0.49239531519126234
931,932,0.5275013708388469
932,933,0.5569877249124835
933,934,0.5270819205130748
934,935,0.5322229518436213
935,936,0.48620414125962685
936,937,0.5121778924486114
937,938,0.45762342205768936
938,939,0.5167990950411211
939,940,0.4879676984124808
940,941,0.5275180122550693
941,942,0.5370809119248257
942,943,0.5925495740359562
943,944,0.5484459429487267
944,945,0.49944356148944885
945,946,0.572140237313107
946,947,0.5485923214080713
947,948,0.567992379588998
948,949,0.5802554520822971
949,950,0.5349308472465277
950,951,0.5637037590166765
951,952,0.5233326566482713
952,953,0.5451706547526477
953,954,0.5271229136624632
954,955,0.5443554429352866
955,956,0.5539184224789668
956,957,0.5595137378731644
957,958,0.555875702097733
958,959,0.5533792422227715
959,960,0.5942848327294293
960,961,0.5380300967379471
961,962,0.5593671952352457
962,963,0.5197253881051178
963,964,0.49656308127323595
964,965,0.559537918286274
965,966,0.5291711649097174
966,967,0.519504108990469
967,968,0.5564989183486659
968,969,0.5685726434654766
969,970,0.5603345191043233
